Join_Count,TARGET_FID,JOIN_FID,SiteID,Lat,Lon,PHY_IDENT,LENGTH_M,VIDEOTAPE,DATE_TIME,FIRSTVIDEO,HabClass,HAB_CLASS_,INSIDE_X,INSIDE_Y
1,381,159774,1856,56.57902,-134.94234,10/07/2966/0,228.2335939,SE07_SK_11,6/15/07,SE07_SK_20070615164840,52,Protected/Mobile/Sediment,-15021537.51,7674601.67
1,382,122468,1858,56.5888,-134.99261,10/07/3015/0,357.849358,SE07_SK_11,6/15/07,SE07_SK_20070615165431,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15027302.66,7676772.102
1,383,92669,1859,57.28591,-135.55302,10/01/2495/0,119,SE04_14,6/6/04,,63,Very Protected/Estuary,-15089709.63,7818896.723
1,384,75007,186,55.42847222,-132.6594444,12/08/6374/0,219.2823004,SE07_TK_07,7/14/07,SE07_TK_20070714131210,53,Protected/Estuary,-14767384.64,7445327.565
1,385,112882,1860,57.28693,-135.58479,10/01/2509/0,392,SE04_15,6/6/04,SE04_0606175014,40,Semi-Protected/Immobile/Rock,-15093542.02,7819034.574
1,386,77141,1862,57.29423,-135.61858,10/01/2395/0,86,SE04_14,6/6/04,SE04_0606173244,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15097021.61,7820486.269
1,387,61650,1863,57.30025,-135.63615,10/01/2414/0,381,SE04_14,6/6/04,SE04_0606173419,53,Protected/Estuary,-15098848.66,7821907.596
1,388,71435,1865,57.31431,-135.78758,10/01/2139/0,242,SE04_14,6/6/04,SE04_0606170302,53,Protected/Estuary,-15115715.32,7824556.53
1,389,71564,1866,57.32191,-135.70192,10/01/2021/0,510,SE04_14,6/6/04,SE04_0606164732,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15106193.7,7826323.131
1,390,73996,1867,57.83226,-136.3598133,10/01/4615/0,74,SE05_R06,7/21/05,SE05_R_0721175320,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15179436.79,7932562.086
1,391,58754,1870,57.83031,-136.35446,10/01/4620/0,380,SE05_R06,7/21/05,SE05_R_0721175342,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15179040.06,7931653.01
1,392,89091,1871,57.83566,-136.3775,10/01/4580/0,92,SE05_R06,7/21/05,SE05_R_0721175027,52,Protected/Mobile/Sediment,-15181473.62,7932870.059
1,393,87764,1872,58.3306,-136.771,09/03/2236/0,74,SE05_H04,7/21/05,SE05_H_0721143818,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15225250.13,8037193.836
1,394,70949,1873,58.27245,-136.68324,09/03/2367/0,244,SE05_H04,7/21/05,SE05_H_0721145457,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15215668.44,8024739.112
1,395,88411,1874,58.26831,-136.71698,09/03/2401/0,737,SE05_H04,7/21/05,SE05_H_0721145721,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15219076.03,8024410.016
1,396,76039,188,55.44861111,-132.6538889,12/08/6320/0,181.1956665,SE07_TK_03,7/13/07,SE07_TK_20070713132846,53,Protected/Estuary,-14766899.43,7449173.208
1,397,65825,189,57.18307223,-135.3427917,10/01/0089/0,423,SE04_17,6/7/04,SE04_0607175554,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15066381.89,7798243.546
1,398,50493,189,57.18586667,-135.3477833,10/01/0087/0,50,SE04_17,6/7/04,SE04_0607175552,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15066869.17,7798165.379
0,399,-1,19,58.7735,-134.9861667,,0,,,,,,0,0
1,400,45070,190,57.16396667,-135.3143667,10/01/0144/0,347,SE04_18,6/7/04,SE04_0607180659,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15063370.48,7793736.31
1,401,45070,191,57.16452084,-135.316725,10/01/0144/0,347,SE04_18,6/7/04,SE04_0607180659,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15063370.48,7793736.31
1,402,60976,1922,57.31757,-135.791,10/01/2140/0,436,SE04_14,6/6/04,SE04_0606170306,53,Protected/Estuary,-15116036.9,7825012.826
1,403,58754,1925,57.83018,-136.35442,10/01/4620/0,380,SE05_R06,7/21/05,SE05_R_0721175342,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15179040.06,7931653.01
1,404,45590,1926,57.83123,-136.39507,10/01/4506/0,192,SE05_R06,7/21/05,SE05_R_0721174409,50,Protected/Immobile/Rock,-15183293.42,7931857.353
1,405,2112,1938,57.32162,-152.90329,05/05/0771/0,227.48,KI2005-38,6/24/05,KI2005_Jun05_0624180506,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-17021020.2,7826102.76
1,406,29321,1939,58.19558,-152.35898,05/08/0777/0,282.816,KI2002-16,6/14/02,KI2002_0614211858,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-16960507.45,8008484.877
1,407,24480,1941,58.27099,-152.252135,05/08/1046/0,257.541,KI2002-17,6/15/02,KI2002_0615183405,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-16948749.81,8024612.109
1,408,44420,1946,58.25317,-152.26518,05/08/1013/0,87.745,KI2002-17,6/15/02,KI2002_0615182917,42,Semi-Protected/Mobile/Sediment,-16950015.91,8020674.729
1,409,4782,1947,59.25562,-150.97417,03/03/0927/0,1015.812,CI02_13,5/29/02,CI02_0529185835,53,Protected/Estuary,-16806593.51,8236274.34
1,410,43306,195,57.16055556,-135.3419444,10/01/0151/0,194,SE04_18,6/7/04,SE04_0607180814,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15066241.41,7792881.402
1,411,43306,195,57.16038612,-135.3420972,10/01/0151/0,194,SE04_18,6/7/04,SE04_0607180814,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15066241.41,7792881.402
1,412,1697,1950,59.27859,-150.971695,03/03/0897/0,94.883,CI02_13,5/29/02,CI02_0529185547,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-16806105.69,8240774.661
1,413,4689,1952,59.32515,-151.0309,03/03/0850/0,311.892,CI02_13,5/29/02,CI02_0529184931,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-16812449.18,8250937.555
1,414,17210,1956,59.2834,-151.23883,03/03/0725/0,654.74,CI02_12,5/29/02,CI02_0529182555,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-16835926.26,8241591.053
1,415,15221,1957,59.87235,-149.65565,03/02/1355/0,210.748,OK02_01,6/24/02,OK02_0624141704,40,Semi-Protected/Immobile/Rock,-16659545.86,8371439.501
1,416,7807,1958,59.898735,-149.642575,03/02/1339/0,563.717,OK02_11,6/26/02,OK02_0626181830,50,Protected/Immobile/Rock,-16657831.8,8377203.099
1,417,92540,197,57.09229445,-135.4489333,10/06/3555/0,115,SE05_R18,7/24/05,SE05_R_0724190537,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15078139.01,7778870.629
1,418,341,1970,58.19068,-152.34326,05/08/0792/0,216.942,KI2002-16,6/14/02,KI2002_0614212058,52,Protected/Mobile/Sediment,-16958892.18,8007509.212
1,419,3925,1971,58.19024,-152.3225,05/08/0814/0,99.89,KI2002-16,6/14/02,KI2002_0614212321,42,Semi-Protected/Mobile/Sediment,-16956494.76,8007571.497
1,420,8544,1975,57.35417,-153.15953,05/05/0654/0,1242.952,KI2005-37,6/23/05,KI2005_Jun05_0623194412,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-17049852.39,7832022.215
1,421,3234,1976,57.31266,-153.1694,05/05/0639/0,116.205,KI2005-37,6/23/05,KI2005_Jun05_0623194156,52,Protected/Mobile/Sediment,-17050745.53,7824345.069
1,422,12480,1992,59.27883,-150.97429,03/03/0896/0,544.042,CI02_13,5/29/02,CI02_0529185540,50,Protected/Immobile/Rock,-16806559.1,8241143.561
1,423,72793,2,58.5675,-134.91495,10/04/0405/0,83,SE04_07,6/4/04,SE04_0604175707,42,Semi-Protected/Mobile/Sediment,-15018640.03,8087356.225
1,424,72827,2,58.56596665,-134.9125667,10/04/0403/0,51,SE04_07,6/4/04,SE04_0604175704,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15018443.25,8087167.404
1,425,77651,20,58.77383333,-134.9353333,10/04/0136/0,1016,SE04_06,6/4/04,SE04_0604163123,40,Semi-Protected/Immobile/Rock,-15020651.99,8131489.415
1,426,65746,200,56.9856,-135.3712,10/01/1084/0,166,SE04_20,6/7/04,SE04_0607202442,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15069456.79,7757144.211
1,427,161247,2003,59.29352,-151.13078,03/03/0799/0,79.857,CI02_13,5/29/02,CI02_0529183955,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-16823811.66,8243879.44
1,428,71495,201,57.19694445,-135.3840278,10/01/2742/0,69,SE04_17,6/7/04,SE04_0607174234,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15070724.91,7800310.9
1,429,3234,2017,57.31276,-153.16938,05/05/0639/0,116.205,KI2005-37,6/23/05,KI2005_Jun05_0623194156,52,Protected/Mobile/Sediment,-17050745.53,7824345.069
1,430,73006,203,57.19569445,-135.3859723,10/01/2745/0,205,SE04_17,6/7/04,SE04_0607174411,52,Protected/Mobile/Sediment,-15071228.28,7799825.935
1,431,73006,203,57.19539445,-135.3865806,10/01/2745/0,205,SE04_17,6/7/04,SE04_0607174411,52,Protected/Mobile/Sediment,-15071228.28,7799825.935
1,432,8544,2038,57.35393,-153.15967,05/05/0654/0,1242.952,KI2005-37,6/23/05,KI2005_Jun05_0623194412,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-17049852.39,7832022.215
1,433,92669,2040,57.28578,-135.55262,10/01/2495/0,119,SE04_14,6/6/04,,63,Very Protected/Estuary,-15089709.63,7818896.723
1,434,81156,2041,57.29737,-135.59001,10/01/2472/0,430,SE04_14,6/6/04,SE04_0606174251,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15094077.96,7821374.374
1,435,89091,2062,57.83577,-136.37745,10/01/4580/0,92,SE05_R06,7/21/05,SE05_R_0721175027,52,Protected/Mobile/Sediment,-15181473.62,7932870.059
1,436,80517,207,56.98467222,-135.3714834,10/01/1085/0,237,SE04_20,6/7/04,SE04_0607202449,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15069394.38,7756971.998
1,437,68121,207,56.98486111,-135.3734723,10/01/1098/0,136,SE04_20,6/7/04,SE04_0607202610,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15069826.79,7756963.117
1,438,159774,2087,56.57899,-134.94247,10/07/2966/0,228.2335939,SE07_SK_11,6/15/07,SE07_SK_20070615164840,52,Protected/Mobile/Sediment,-15021537.51,7674601.67
1,439,115460,2088,56.71503,-134.9641,10/07/2709/0,334.9837242,SE07_SK_10,6/15/07,SE07_SK_20070615145816,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15024087.51,7702113.404
1,440,73184,2098,57.28529,-135.55428,10/01/2494/0,157,SE04_14,6/6/04,,63,Very Protected/Estuary,-15089955.32,7818909.314
1,441,72927,21,58.60133333,-134.9186667,10/04/0344/0,130,SE04_07,6/4/04,SE04_0604175024,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15019059.08,8094921.593
1,442,68121,210,56.9851,-135.3746,10/01/1098/0,136,SE04_20,6/7/04,SE04_0607202610,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15069826.79,7756963.117
1,443,61650,2102,57.30077,-135.63638,10/01/2414/0,381,SE04_14,6/6/04,SE04_0606173419,53,Protected/Estuary,-15098848.66,7821907.596
1,444,78317,2105,57.31437,-135.78583,10/01/2136/0,86,SE04_14,6/6/04,SE04_0606170240,53,Protected/Estuary,-15115537.19,7824585.429
1,445,89091,2107,57.8357,-136.37758,10/01/4580/0,92,SE05_R06,7/21/05,SE05_R_0721175027,52,Protected/Mobile/Sediment,-15181473.62,7932870.059
1,446,58754,2111,57.83007,-136.35468,10/01/4620/0,380,SE05_R06,7/21/05,SE05_R_0721175342,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15179040.06,7931653.01
1,447,70949,2115,58.27317,-136.68352,09/03/2367/0,244,SE05_H04,7/21/05,SE05_H_0721145457,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15215668.44,8024739.112
1,448,78735,2116,58.26746,-136.71603,09/03/2402/0,245,SE05_H04,7/21/05,SE05_H_0721145734,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15219168.34,8023587.266
1,449,91311,212,56.97896667,-135.31885,10/01/0984/0,188,SE04_19,6/7/04,SE04_0607201222,50,Protected/Immobile/Rock,-15063613.94,7755786.774
1,450,3925,2126,58.1904,-152.32231,05/08/0814/0,99.89,KI2002-16,6/14/02,KI2002_0614212321,42,Semi-Protected/Mobile/Sediment,-16956494.76,8007571.497
1,451,24480,2127,58.27116,-152.2524,05/08/1046/0,257.541,KI2002-17,6/15/02,KI2002_0615183405,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-16948749.81,8024612.109
1,452,46612,2132,59.89931,-149.64784,03/02/1338/0,615.867,OK02_11,6/26/02,OK02_0626181755,50,Protected/Immobile/Rock,-16658777.17,8377498.942
1,453,3234,2138,57.31263,-153.16966,05/05/0639/0,116.205,KI2005-37,6/23/05,KI2005_Jun05_0623194156,52,Protected/Mobile/Sediment,-17050745.53,7824345.069
1,454,96345,214,56.97833334,-135.3113889,10/01/0975/0,105,SE04_19,6/7/04,SE04_0607201135,40,Semi-Protected/Immobile/Rock,-15062716.84,7755708.233
1,455,159774,2145,56.57892,-134.94183,10/07/2966/0,228.2335939,SE07_SK_11,6/15/07,SE07_SK_20070615164840,52,Protected/Mobile/Sediment,-15021537.51,7674601.67
1,456,89091,2164,57.83574,-136.37741,10/01/4580/0,92,SE05_R06,7/21/05,SE05_R_0721175027,52,Protected/Mobile/Sediment,-15181473.62,7932870.059
1,457,96345,217,56.97839167,-135.31125,10/01/0975/0,105,SE04_19,6/7/04,SE04_0607201135,40,Semi-Protected/Immobile/Rock,-15062716.84,7755708.233
1,458,87764,2172,58.33092,-136.77115,09/03/2236/0,74,SE05_H04,7/21/05,SE05_H_0721143818,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15225250.13,8037193.836
1,459,3234,2180,57.31256,-153.16956,05/05/0639/0,116.205,KI2005-37,6/23/05,KI2005_Jun05_0623194156,52,Protected/Mobile/Sediment,-17050745.53,7824345.069
1,460,3925,2189,58.19027,-152.3224,05/08/0814/0,99.89,KI2002-16,6/14/02,KI2002_0614212321,42,Semi-Protected/Mobile/Sediment,-16956494.76,8007571.497
1,461,88159,219,57.08891667,-135.4504,10/06/3561/0,97,SE05_R18,7/24/05,SE05_R_0724190551,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15078292.1,7778304.262
1,462,30903,2190,58.27013,-152.25455,05/08/1043/0,106.929,KI2002-17,6/15/02,KI2002_0615183340,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-16948875.97,8024250.505
1,463,51559,22,58.59016667,-134.9045,10/04/0359/0,186,SE04_07,6/4/04,SE04_0604175124,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15017491.84,8092264.442
1,464,2647,2206,59.29285,-151.12755,03/03/0805/0,101.221,CI02_13,5/29/02,CI02_0529184057,50,Protected/Immobile/Rock,-16823430.3,8243914.278
1,465,94010,221,57.28460973,-135.5538602,10/01/2498/0,364,SE04_15,6/6/04,SE04_0606174711,62,Very Protected/Mobile/Sediment,-15090081.34,7818290.735
1,466,94010,221,57.28431813,-135.5552199,10/01/2498/0,364,SE04_15,6/6/04,SE04_0606174711,62,Very Protected/Mobile/Sediment,-15090081.34,7818290.735
1,467,46612,2214,59.89914,-149.64743,03/02/1338/0,615.867,OK02_11,6/26/02,OK02_0626181755,50,Protected/Immobile/Rock,-16658777.17,8377498.942
1,468,92669,2223,57.28548,-135.55307,10/01/2495/0,119,SE04_14,6/6/04,,63,Very Protected/Estuary,-15089709.63,7818896.723
1,469,54043,225,57.56181667,-135.61155,10/02/1279/0,127,SE04_15,6/6/04,SE04_0606192532,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15096163.66,7875671.265
1,470,62783,226,57.57046667,-135.64,10/02/1322/0,39,SE04_15,6/6/04,SE04_0606193224,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15099434.07,7877211.095
1,471,88054,227,57.56291667,-135.6584722,10/02/1305/0,166,SE04_15,6/6/04,SE04_0606193058,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15101429.61,7876274.911
1,472,66872,2273,58.3412,-134.629,10/05/0474/0,649,SE04_12,6/5/04,SE04_0605190600,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-14986835.02,8039437.73
1,473,78490,2276,58.3481,-134.565,10/05/0480/0,7308,SE04_12,6/5/04,SE04_0605191225,63,Very Protected/Estuary,-14977954.32,8040989.84
1,474,66872,2277,58.3416,-134.6311,10/05/0474/0,649,SE04_12,6/5/04,SE04_0605190600,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-14986835.02,8039437.73
0,475,-1,2278,58.3359,-134.627,,0,,,,,,0,0
1,476,42738,2280,58.3312,-134.6076,10/05/0006/0,309,SE04_11,6/5/04,SE04_0605172533,53,Protected/Estuary,-14984326.85,8037537.034
1,477,66872,2282,58.3373935,-134.6280708,10/05/0474/0,649,SE04_12,6/5/04,SE04_0605190600,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-14986835.02,8039437.73
0,478,-1,2283,58.335937,-134.6270115,,0,,,,,,0,0
1,479,89061,2284,58.1971,-136.021,10/02/0762/0,864,SE04_03,6/3/04,SE04_0603164610,43,Semi-Protected/Estuary,-15142335.96,8008006.036
1,480,72574,2288,58.1049,-136.2717,10/02/1178/0,321,SE04_04,6/3/04,SE04_0603175417,63,Very Protected/Estuary,-15169680.64,7989608.52
1,481,78918,2291,57.9737,-134.9329,10/02/0440/0,336,SE04_09,6/5/04,SE04_0605152747,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15020522.62,7961768.084
1,482,48065,2294,57.9519,-135.6649,10/02/0031/0,195,SE04_01,6/3/04,SE04_0603140931,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15102207.2,7957235.234
1,483,50433,2296,58.0637,-135.0955,10/02/0491/0,233,SE04_09,6/5/04,SE04_0605153827,52,Protected/Mobile/Sediment,-15038655.57,7980630.178
1,484,121689,23,57.2958333,-133.8655556,10/10/4080/0,172.9952145,,,,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-14901763.57,7820964.552
1,485,135862,23,57.29263885,-133.8644445,10/10/4083/0,148.2246947,,,,40,Semi-Protected/Immobile/Rock,-14901668.86,7820483.13
1,486,89618,2300,57.269,-134.993,10/08/2365/0,944.4063438,SE07_SK_21,6/18/07,SE07_SK_20070618175318,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15027411.4,7815441.89
1,487,76904,2301,57.3378,-135.0113,10/08/2428/0,204.5104915,SE07_SK_21,6/18/07,SE07_SK_20070618180351,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15029427.6,7829305.126
1,488,134635,2304,57.1596,-134.6063,10/09/7760/0,3710.357072,,,,43,Semi-Protected/Estuary,-14983846.91,7793472.706
1,489,128811,2307,57.31657,-134.4841,10/09/7599/0,295.1981957,,,,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-14970576.36,7824925.637
1,490,105132,2309,57.791,-136.2203,10/01/6518/0,919,SE05_R07,7/22/05,SE05_R_0722144915,53,Protected/Estuary,-15163947.82,7924110.736
1,491,109798,231,57.73652778,-135.3855556,10/02/2380/0,506,SE05_KF01,8/20/05,SE05_KF_0820151120,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15071280.2,7912098.662
1,492,109798,231,57.73656185,-135.385267,10/02/2380/0,506,SE05_KF01,8/20/05,SE05_KF_0820151120,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15071280.2,7912098.662
1,493,69200,2312,57.706,-136.1318,10/01/7452/0,368,SE05_R08,7/22/05,SE05_R_0722154915,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15154105.35,7905783.18
1,494,69200,2313,57.7058,-136.1318,10/01/7452/0,368,SE05_R08,7/22/05,SE05_R_0722154915,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15154105.35,7905783.18
1,495,93337,2316,57.4456,-135.8184,10/01/2951/0,340,SE04_15,6/6/04,SE04_0606185214,63,Very Protected/Estuary,-15119068.99,7851583.526
1,496,79394,2317,57.4692,-135.8325,10/01/3108/0,411,SE04_15,6/6/04,SE04_0606191012,52,Protected/Mobile/Sediment,-15120503.34,7855995.559
1,497,103193,2323,57.0034,-132.7836,11/01/0707/0,170.6167107,,,,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-14781373.38,7760894.953
1,498,122487,2325,57.14275,-133.1363,11/01/1174/0,1518.657561,,,,53,Protected/Estuary,-14821151.19,7788546.861
1,499,102994,2328,56.9512,-133.2916,11/01/0195/0,101.3948156,,,,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-14837835.77,7750018.284
1,500,65423,233,57.77518519,-135.1935333,10/02/3248/0,321,SE05_KF03,8/20/05,SE05_KF_0820175528,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15049676.34,7920950.302
1,501,122701,2330,57.33595,-134.1737,10/09/8415/0,7342.948325,,,,53,Protected/Estuary,-14935966,7829619.2
1,502,128391,2330,57.3339,-134.1687,10/09/8409/0,546.9766278,,,,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-14935456.27,7828914.583
1,503,122702,2333,57.3795,-134.1888,10/09/8434/0,5714.087144,,,,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-14937250.19,7839543.11
1,504,60112,2341,57.5513,-135.6633,10/02/1293/0,1080,SE04_15,6/6/04,SE04_0606192738,53,Protected/Estuary,-15101728.22,7873455.568
1,505,54210,2343,57.6259,-135.696,10/02/1410/0,2284,SE04_16,6/6/04,SE04_0606194618,53,Protected/Estuary,-15104959.71,7888735.48
0,506,-1,2344,57.6585,-135.698,,0,,,,,,0,0
0,507,-1,2346,57.1484,-135.2101,,0,,,,,,0,0
1,508,93992,2348,57.2832,-135.5535,10/01/2497/0,224,SE04_15,6/6/04,SE04_0606174703,63,Very Protected/Estuary,-15089595.46,7818086.551
1,509,76397,235,57.77611111,-135.1822223,10/02/3249/0,843,SE05_KF03,8/20/05,SE05_KF_0820175534,53,Protected/Estuary,-15048944.38,7920938.837
1,510,88900,2351,57.247,-135.3438,10/01/2687/0,219,SE04_17,6/7/04,SE04_0607173739,53,Protected/Estuary,-15066460.94,7810570.036
1,511,50823,2353,57.15257,-135.5832,10/01/1855/0,193,SE04_13,6/6/04,SE04_0606161645,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15093087.92,7791267.262
1,512,57195,2355,57.24325,-135.6442,10/01/1959/0,588,SE04_13,6/6/04,SE04_0606163122,53,Protected/Estuary,-15100185.36,7809433.654
1,513,66872,2358,58.34118962,-134.6321298,10/05/0474/0,649,SE04_12,6/5/04,SE04_0605190600,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-14986835.02,8039437.73
1,514,71210,2359,58.34888,-134.5678,10/05/0484/0,12353,SE04_12,6/5/04,SE04_0605191358,67,Very Protected/Anthropogenic Permeable,-14980453.33,8041651.25
1,515,69674,2360,58.7481,-135.0431,10/04/0059/0,476,SE04_06,6/4/04,SE04_0604160347,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15032842.4,8126438.856
1,516,56445,2362,58.67747426,-134.9486304,10/04/0230/0,116,SE04_07,6/4/04,SE04_0604165040,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15022663.52,8110704.293
1,517,50236,2363,58.67113352,-134.9219263,10/04/0222/0,399,SE04_06,6/4/04,SE04_0604164456,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15019584.22,8109536.68
1,518,99585,2365,56.9406,-133.9269,11/01/0540/0,144.8571476,,,,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-14908582.69,7748016.573
1,519,128181,2367,56.86584592,-133.8445956,11/07/0163/0,256.922578,,,,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-14899783.81,7732896.397
1,520,147003,2368,56.91525757,-133.8433994,11/07/0010/0,298.5176645,,,,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-14899448.76,7742793.163
1,521,66785,237,58.07583334,-136.4531945,10/02/1854/0,112,SE05_R01,7/20/05,SE05_R_0720164935,31,Semi-Exposed/Partially Mobile/Sediment or Rock & Sediment,-15189897.77,7983329.749
1,522,105536,2370,56.86416149,-133.8421334,11/07/0165/0,745.9751293,,,,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-14899434.49,7732328.625
1,523,119305,2374,56.54105723,-134.1959382,11/06/6633/0,178.0208049,,,,31,Semi-Exposed/Partially Mobile/Sediment or Rock & Sediment,-14938860.62,7666764.868
1,524,110000,2377,56.36762425,-134.1732306,11/06/0366/0,85.65104844,,,,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-14936582.58,7631693.881
1,525,149971,2383,56.25451684,-133.9791513,11/06/0084/0,1561.242134,,,,53,Protected/Estuary,-14914601.43,7608423.61
0,526,-1,2386,56.59277022,-133.6748655,,0,,,,,,0,0
1,527,153166,2387,56.5954,-133.6553,11/07/1094/0,3008.527401,,,,53,Protected/Estuary,-14878477.71,7676750.61
1,528,60001,239,58.09763889,-136.4948611,10/02/1899/0,689,SE05_R01,7/20/05,SE05_R_0720165422,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-15194369.91,7988226.022
1,529,35352,2391,60.7859,-148.5598,02/02/6450/0,609.625,PWS04_20,7/6/04,PWS2004_0706184720,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-16537388.99,8577290.455
1,530,35352,2393,60.7859,-148.5598,02/02/6450/0,609.625,PWS04_20,7/6/04,PWS2004_0706184720,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-16537388.99,8577290.455
1,531,79992,2394,60.7804,-148.5693,02/02/6455/0,826.731,PWS04_20,7/6/04,PWS2004_0706184805,43,Semi-Protected/Estuary,-16538533.86,8575684.592
1,532,78992,2396,58.6781,-134.9476,10/04/0229/0,6225,SE04_07,6/4/04,SE04_0604164912,53,Protected/Estuary,-15022461.89,8109792.87
1,533,50236,2397,58.6718,-134.9226,10/04/0222/0,399,SE04_06,6/4/04,SE04_0604164456,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15019584.22,8109536.68
1,534,56445,2398,58.6777,-134.9496,10/04/0230/0,116,SE04_07,6/4/04,SE04_0604165040,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-15022663.52,8110704.293
1,535,138025,24,57.3036111,-133.8602778,10/10/4071/0,72.40962215,,,,40,Semi-Protected/Immobile/Rock,-14901223.96,7822453.284
1,536,129692,24,57.30345555,-133.8616556,10/10/4073/0,343.3794276,,,,40,Semi-Protected/Immobile/Rock,-14901617.14,7822213.968
1,537,55654,2402,55.4811,-133.1402,12/07/0949/0,598.52,SE06_CH_06,7/10/06,SE06_CH_0710155054,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-14820962.82,7455504.94
1,538,51086,2406,55.5866,-133.2011,12/07/0720/0,1200.381,SE06_CH_04,7/10/06,SE06_CH_0710135351,51,Protected/Partially Mobile/Sediment or Rock & Sediment,-14827431.77,7475584.02
1,539,52426,2409,55.4708,-133.4272,12/07/1452/0,342.519,SE06_CH_09,7/11/06,SE06_CH_0711150120,41,Semi-Protected/Partially Mobile/Sediment or Rock & Sediment,-14852976.46,7453074.298
