"SiteID","RegionCode","Region","WebsiteLocation","RawSite","Lat","Long","Comments","Habitat","RawHab","Location","FA Locale","FA SubLocale","Nickname","SiteStatus","NoPosition","BadPosition","BadPositionDescription","AveragedPos"
1597,"AI","Aleutian Islands","Captains Bay, Amaknak Island","Dutch2",53.871586,-166.552152,,"not reported",,"Dutch Harbor",,,"Little South Africa","yes",FALSE,FALSE,,FALSE
1598,"AI","Aleutian Islands","Captains Bay, Amaknak Island","Dutch3",53.868449,-166.556272,,"not reported",,"Dutch Harbor",,,"Captain's Bay (Prop site)","yes",FALSE,FALSE,,FALSE
1599,"AI","Aleutian Islands","Captains Bay, Amaknak Island","Dutch4",53.870422,-166.554641,,"not reported",,"Dutch Harbor",,,"Dutch Harbor North","yes",FALSE,FALSE,,FALSE
1600,"AI","Aleutian Islands","Captains Bay, Unalaska Island","Dutch5",53.857313,-166.557924,,"not reported",,"Dutch Harbor",,,"Dutch Harbor North","yes",FALSE,FALSE,,FALSE
1601,"AI","Aleutian Islands","Dutch Harbor, Amaknak Island","Dutch6",53.911984,-166.506414,,"not reported",,"Dutch Harbor",,,"Dutch Harbor North","yes",FALSE,FALSE,,FALSE
1602,"AI","Aleutian Islands","Dutch Harbor, Amaknak Island","Dutch7",53.909203,-166.508561,,"not reported",,"Dutch Harbor",,,"Margaret Bay","yes",FALSE,FALSE,,FALSE
1603,"AI","Aleutian Islands","Dutch Harbor, Amaknak Island","Dutch8",53.899442,-166.514485,,"not reported",,"Dutch Harbor",,,"Captain's Bay (head of Bay)","yes",FALSE,FALSE,,FALSE
1604,"AI","Aleutian Islands","Iliuliuk Harbor, Amaknak Island","Dutch9",53.88404,-166.549998,,"not reported",,"Dutch Harbor",,,"Front Beach","yes",FALSE,FALSE,,FALSE
1605,"AI","Aleutian Islands","Iliuliuk Bay, Unalaska Island","Dutch10",53.878147,-166.538476,,"not reported",,"Dutch Harbor",,,"Little South Africa","yes",FALSE,FALSE,,FALSE
1606,"AI","Aleutian Islands","Captains Bay, Unalaska Island","Dutch11",53.828601,-166.601955,,"not reported",,"Dutch Harbor",,,"Little South Africa","yes",FALSE,FALSE,,FALSE
1607,"GOA","Gulf of Alaska","Barren Islands, East Amatuli Island","EAI",58.91758,-152.006455,,"not reported",,"Barren Islands",,,"East Amatuli Island","yes",FALSE,FALSE,,FALSE
1608,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Eldred Passage","EP",59.52883333,-151.4408833,,"Sand-Gravel","Sand/Gravel","Kachemak Bay",,,"Eldred Passage","yes",FALSE,FALSE,,FALSE
1609,"GOA","Gulf of Alaska","Cook Inlet, Tuxedni Bay, Chisik Island, Fossil point","Fossil Point",60.164812,-152.678287,,"not reported",,"Chisik",,,"Fossil point","yes",FALSE,FALSE,,FALSE
1610,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Glacier Spit","GE",59.65531667,-151.1906167,,"Sand-Gravel","Sand","Kachemak Bay",,,"Glacier Spit East","yes",FALSE,FALSE,,FALSE
1611,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA01",58.46555556,-135.99,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1612,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA02",58.4525,-136.0875,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1613,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA03",58.57833333,-136.2077778,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1614,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA04",58.66416667,-136.3,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1615,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA05",58.60166667,-135.8733333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1616,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA06",58.6425,-135.9216667,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1617,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA07",58.69888889,-135.9741667,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1618,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA08",58.78583333,-136.0516667,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1619,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA09",58.59,-136.4833333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1620,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA10",58.59166667,-136.5133333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1621,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA11",58.6075,-136.52,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1622,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA12",58.95444444,-136.1016667,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1623,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA13",59.04166667,-136.1608333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1624,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA14",59.07055556,-136.1908333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1625,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA15",58.8625,-136.11,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1626,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA16",58.8275,-136.4555556,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1627,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA17",58.9625,-136.5616667,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1628,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA18",58.98916667,-136.7033333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1629,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA19",58.87944444,-136.5066667,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1630,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA20",58.87166667,-136.8066667,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1631,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA21",58.85583333,-136.8041667,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1632,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA22",58.84611111,-136.8088889,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1633,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA23",58.88666667,-136.8933333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1634,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA24",58.96166667,-136.86,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1635,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA25",58.50611111,-136.0233333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1636,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA26",58.34333333,-136.1366667,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1637,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA27",58.269507,-135.8322,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1638,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA28",58.3558,-135.7126,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1639,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA29",58.8539,-136.819,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1640,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA30",58.868,-136.82,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1641,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA31",58.4126666666667,-136.501433333333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1642,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA32",58.4404,-136.519083333333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1643,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA33",58.44625,-136.525316666667,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1644,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA34",58.3759166666667,-136.51275,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1645,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA35",58.3805333333333,-136.413883333333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1646,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA36",58.3689833333333,-136.398666666667,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1647,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA37",58.28,-136.678333333333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1648,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA38",58.2716666666667,-136.678333333333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1649,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA39",58.2716666666667,-136.683333333333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1650,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA40",58.6552333333333,-137.561116666667,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1651,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA41",58.64675,-137.5105,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1652,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA42",58.6441833333333,-137.511333333333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1653,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA43",58.63405,-137.542716666667,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1654,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA44",58.6239833333333,-137.674616666667,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1655,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA45",58.6116666666667,-137.65035,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1656,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA46",58.64835,-137.6066,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1657,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA47",58.63805,-137.591,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1658,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA48",58.8698833333333,-136.802916666667,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1659,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA49",58.8693166666667,-136.802683333333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1660,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA50",58.8867333333333,-136.889466666667,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1661,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA51",58.9257,-136.986366666667,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1662,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA52",58.8546166666667,-136.8217,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1663,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA53",58.8546666666667,-136.82175,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1664,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA54",58.84815,-136.800683333333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1665,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA55",58.8550666666667,-136.805,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1666,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA56",58.8549166666667,-136.805033333333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1667,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA57",58.8558666666667,-136.80575,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1668,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA58",58.8551333333333,-136.805066666667,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1669,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA59",58.8554833333333,-136.8053167,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1671,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA61",58.4661833333333,-135.992166666667,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1672,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA62",58.4768333333333,-135.9961,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1673,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA63",58.5064833333333,-136.0249667,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1674,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA64",58.8587833333333,-136.109266666667,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1675,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA65",58.8413833333333,-136.113933333333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1676,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA66",58.4675,-135.9033333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1677,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA67",58.4675,-135.9933333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1678,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA68",58.47222222,-135.995,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1679,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA69",58.4775,-135.9966667,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1680,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA70",58.58166667,-136.1966667,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1681,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA71",58.5,-135.8975,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1682,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA72",58.50777778,-135.93,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1683,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA73",58.56166667,-135.8933333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1684,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA74",58.57,-135.9216667,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1685,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA75",58.62666667,-135.9116667,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1686,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA76",58.64388889,-136.3755556,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1687,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA77",59.02,-136.1233333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1688,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA78",59.03888889,-136.1533333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1689,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA79",58.95277778,-136.3533333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1690,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA80",58.9875,-136.4183333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1691,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA81",58.83916667,-136.1158333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1692,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA82",58.81666667,-136.0883333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1693,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA83",58.9425,-136.575,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1694,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA84",59.00916667,-136.715,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1695,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA85",58.85222222,-136.4975,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1696,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA86",59.06,-137.0433333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1697,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA87",59.00111111,-136.9408333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1698,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA88",58.77333333,-136.5616667,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1699,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA89",58.82,-136.6516667,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1700,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA107",58.43416667,-136.065,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1701,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA108",58.38,-136.0433333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1702,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA109",58.38083333,-135.9191667,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1703,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA110",58.37166667,-136.04,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1704,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA111",58.30117,-136.09482,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1705,"GOA","Gulf of Alaska","southeastern Alaska, Glacier Bay","GLBA112",58.18583333,-135.9833333,,"not reported",,"Glacier Bay National Park",,,,"yes",FALSE,FALSE,,FALSE
1706,"GOA","Gulf of Alaska","Cook Inlet, Tuxedni Bay, Chisik Island","Green Hut",60.150054,-152.633311,,"not reported",,"Chisik",,,"Green Hut","yes",FALSE,FALSE,,FALSE
1707,"GOA","Gulf of Alaska","Cook Inlet, Tuxedni Bay, Chisik Island","green stilt house",60.150054,-152.633311,,"not reported",,"Chisik",,,"green stilt house","yes",FALSE,FALSE,,FALSE
1708,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Glacier Spit","GW",59.64031667,-151.2064167,,"Sand-Gravel","Sand/Cobble","Kachemak Bay",,,"Glacier Spit West","yes",FALSE,FALSE,,FALSE
1710,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Halibut Cove","HE",59.60691667,-151.1881167,,"Sand-Gravel","Sand/Cobble","Kachemak Bay",,,"Halibut Cove East","yes",FALSE,FALSE,,FALSE
1711,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Hesketh Island","HI",59.505456,-151.511535,,"Sand-Gravel","Sand/Cobble","Kachemak Bay",,,"Hesketh Island","yes",FALSE,FALSE,,FALSE
1712,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Halibut Cove","HL",59.593054,-151.157363,,"Sand-Gravel","Sand","Kachemak Bay",,,"Halibut Lagoon Entrance","yes",FALSE,FALSE,,FALSE
1713,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Halibut Cove","HS",59.59235,-151.1597333,,"Gravel-Cobble","Gravel/Cobble","Kachemak Bay",,,"Halibut Cove South","yes",FALSE,FALSE,,FALSE
1714,"GOA","Gulf of Alaska","Kenai Peninsula, McCarty Fiord, McCarty Lagoon","KEFJ200701",59.54373,-150.33971,,"not reported",,"Kenai Fjords",,,,"yes",FALSE,FALSE,,FALSE
1715,"GOA","Gulf of Alaska","Kenai Peninsula, McCarty Fiord, McCarty Lagoon","KEFJ200702",59.53624,-150.34821,,"not reported",,"Kenai Fjords",,,,"yes",FALSE,FALSE,,FALSE
1716,"GOA","Gulf of Alaska","Kenai Peninsula, Harris Bay, Northwestern Lagoon","KEFJ200703",59.72018,-149.95203,,"not reported",,"Kenai Fjords",,,,"yes",FALSE,FALSE,,FALSE
1717,"GOA","Gulf of Alaska","Kenai Peninsula, Aialik Bay","KEFJ200704",59.937,-149.67613,,"not reported",,"Kenai Fjords",,,,"yes",FALSE,FALSE,,FALSE
1718,"GOA","Gulf of Alaska","Kenai Peninsula, Aialik Bay","KEFJ200705",59.85774,-149.74754,,"not reported",,"Kenai Fjords",,,,"yes",FALSE,FALSE,,FALSE
1719,"GOA","Gulf of Alaska","Kenai Peninsula, Aialik Bay, Coleman Bay","KEFJ200706",59.85888,-149.65848,,"not reported",,"Kenai Fjords",,,,"yes",FALSE,FALSE,,FALSE
1720,"GOA","Gulf of Alaska","Kenai Peninsula, Harris Bay","KEFJ200707",59.76231,-150.02202,,"not reported",,"Kenai Fjords",,,,"yes",FALSE,FALSE,,FALSE
1721,"GOA","Gulf of Alaska","Kenai Peninsula, Harris Bay","KEFJ200708",59.77547,-149.94507,,"not reported",,"Kenai Fjords",,,,"yes",FALSE,FALSE,,FALSE
1722,"GOA","Gulf of Alaska","Kenai Peninsula, Aialik Bay","KEFJ200709",59.87975,-149.73885,,"not reported",,"Kenai Fjords",,,,"yes",FALSE,FALSE,,FALSE
1723,"GOA","Gulf of Alaska","Kenai Peninsula, Harris Bay, Northwestern Lagoon","KEFJ200801",59.53693,-150.34883,,"not reported",,"Kenai Fjords",,,,"yes",FALSE,FALSE,,FALSE
1724,"GOA","Gulf of Alaska","Kenai Peninsula, Aialik Bay","KEFJ200802",59.69632,-149.73967,,"not reported",,"Kenai Fjords",,,,"yes",FALSE,FALSE,,FALSE
1725,"GOA","Gulf of Alaska","southeastern Alaska, Lynn Canal, Chilkoot Inlet, Taiyla Inlet","KLGO01",59.48122,-135.36292,,"not reported",,"KLGO",,,,"yes",FALSE,FALSE,,FALSE
1726,"GOA","Gulf of Alaska","southeastern Alaska, Lynn Canal, Chilkoot Inlet, Taiyla Inlet","KLGO02",59.48799,-135.34681,,"not reported",,"KLGO",,,,"yes",FALSE,FALSE,,FALSE
1727,"GOA","Gulf of Alaska","southeastern Alaska, Lynn Canal, Chilkoot Inlet, Taiyla Inlet","KLGO03",59.49071,-135.35395,,"not reported",,"KLGO",,,,"yes",FALSE,FALSE,,FALSE
1729,"GOA","Gulf of Alaska","southeastern Alaska, Lynn Canal, Chilkoot Inlet, Taiyla Inlet","KLGO05",59.47883,-135.34777,,"not reported",,"KLGO",,,,"yes",FALSE,FALSE,,FALSE
1730,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Homer Spit Lands End","LE",59.599355,-151.412626,,"Sand-Gravel","Sand/Cobble","Kachemak Bay",,,"Homer Spit Lands End","yes",FALSE,FALSE,,FALSE
1731,"GOA","Gulf of Alaska","Cook Inlet, Tuxedni Bay, Chisik Island","N. Point",60.183136,-152.619253,,"not reported",,"Chisik",,,"N. Point","yes",FALSE,FALSE,,FALSE
1732,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Neptune Bay","NE",59.53776667,-151.3947,,"Sand-Gravel","Sand/Gravel","Kachemak Bay",,,"Neptune Bay East","yes",FALSE,FALSE,,FALSE
1733,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Neptune Flats","NF",59.541359,-151.403446,,"Sand-Gravel","Sand/Mud","Kachemak Bay",,,"Neptune Flats","yes",FALSE,FALSE,,FALSE
1734,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Nubble Point","NP",59.48468333,-151.5758833,,"Sand-Gravel","Sand/Gravel","Kachemak Bay",,,"Nubble Point","yes",FALSE,FALSE,,FALSE
1735,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Neptune Bay","NW",59.54405,-151.4165167,,"Gravel-Cobble","Gravel/Cobble","Kachemak Bay",,,"Neptune Bay West","yes",FALSE,FALSE,,FALSE
1736,"GOA","Gulf of Alaska","Cook Inlet, Tuxedni Bay, Chisik Island","Old Camp",60.113407,-152.589353,,"not reported",,"Chisik",,,"Old Camp","yes",FALSE,FALSE,,FALSE
1737,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Peterson Bay","PB",59.57958333,-151.3058333,,"Gravel-Cobble","Gravel/Cobble","Kachemak Bay",,,"Peterson Bay","yes",FALSE,FALSE,,FALSE
1738,"GOA","Gulf of Alaska","Cook Inlet, Kachemak Bay, Port Graham, Coal Cove","PC",59.39553333,-151.9011333,,"Sand-Gravel","Sand/Gravel","Kachemak Bay",,,"Port Graham Coal Bay","yes",FALSE,FALSE,,FALSE
